id,tipo,titulo,diretor,elenco,pais,adicionado_em,ano_lancamento,classificacao,genero,data_lancamento,duracao_em_min,temporadas,estacao
s575,Movie,Kung Fu Panda 2,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman, Jackie Chan",US,2021-07-01,2011,10,"Children & Family Movies, Comedies",2011-05-25,93.0,,Outono
s576,Movie,Life as We Know It,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett",US,2021-07-01,2010,12,"Comedies, Dramas, Romantic Movies",2010-10-02,115.0,,Primavera
s577,Movie,Mary Magdalene,Garth Davis,"Rooney Mara, Joaquin Phoenix, Chiwetel Ejiofor, Ariane Labed, Ryan Corr","AU, IT, GB, US",2021-07-01,2019,16,"Dramas, Faith & Spirituality, International Movies",2018-03-15,120.0,,Outono
s578,TV Show,Masameer County,Não Informado,"Malik Nejer, Abdulaziz Alshehri, Mazroa Al-Mazroa, Malik Nejer, Abdulaziz Almuzaini",SA,2021-07-01,2021,18,"International TV Shows, TV Comedies",2021-07-01,,1.0,Inverno
s579,Movie,Memoirs of a Geisha,Rob Marshall,"Zhang Ziyi, Gong Li, Michelle Yeoh, Ken Watanabe, Suzuka Ohgo","US, JP",2021-07-01,2005,12,"Dramas, Romantic Movies",2005-12-06,145.0,,Verão
s580,Movie,Midnight Run,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina",US,2021-07-01,1988,16,"Action & Adventure, Classic Movies, Comedies",1988-07-20,126.0,,Inverno
s581,Movie,Mobile Suit Gundam Hathaway,Shukou Murase,"Kensho Ono, Reina Ueda, Junichi Suwabe, Soma Saito, Atsumi Tanezaki",JP,2021-07-01,2021,14,"Action & Adventure, Anime Features, International Movies",2021-06-11,96.0,,Inverno
s582,Movie,Mortal Kombat,Paul W. S. Anderson,"Robin Shou, Linden Ashby, Bridgette Wilson-Sampras, Christopher Lambert, Cary-Hiroyuki Tagawa",US,2021-07-01,1995,12,"Action & Adventure, Sci-Fi & Fantasy",1995-08-18,101.0,,Inverno
s583,Movie,Mother's Day,Garry Marshall,"Jennifer Aniston, Julia Roberts, Kate Hudson, Jason Sudeikis, Sarah Chalke",US,2021-07-01,2016,12,"Comedies, Dramas",2016-04-28,118.0,,Outono
s584,Movie,No Strings Attached,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig",US,2021-07-01,2011,16,"Comedies, Romantic Movies",2011-01-21,109.0,,Verão
s585,Movie,Not Another Teen Movie,Joel Gallen,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner",US,2021-07-01,2001,16,Comedies,2001-12-07,89.0,,Verão
s586,Movie,Ophelia,Claire McCarthy,"Daisy Ridley, Naomi Watts, Clive Owen, George MacKay, Tom Felton","GB, US",2021-07-01,2018,12,"Dramas, Romantic Movies",2019-06-28,106.0,,Inverno
s587,Movie,Pet Sematary 2,Mary Lambert,"Edward Furlong, Anthony Edwards, Clancy Brown, Jared Rushton, Darlanne Fluegel",US,2021-07-01,1992,16,Horror Movies,1992-08-28,101.0,,Inverno
s588,TV Show,Quarantine Tales,Não Informado,Não Informado,ID,2021-07-01,2020,18,"International TV Shows, TV Comedies, TV Dramas",2021-07-01,,1.0,Inverno
s589,TV Show,Rainbow Rangers,Não Informado,Não Informado,US,2021-07-01,2018,Livre,Kids' TV,2018-11-05,,1.0,Primavera
s590,Movie,Red Joan,Trevor Nunn,"Judi Dench, Sophie Cookson, Tom Hughes, Tereza Srbova, Stephen Campbell Moore",GB,2021-07-01,2019,16,"Dramas, International Movies",2018-09-13,101.0,,Primavera
s591,TV Show,Sailor Moon Crystal,Não Informado,"Kotono Mitsuishi, Hisako Kanemoto, Rina Sato, Ami Koshimizu, Shizuka Itoh",JP,2021-07-01,2016,10,"Anime Series, Kids' TV",2014-07-05,,3.0,Inverno
s592,Movie,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper",US,2021-07-01,2008,12,"Dramas, Romantic Movies",2008-12-18,123.0,,Verão
s593,Movie,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Nate Torrence, Mike Vogel",US,2021-07-01,2010,16,"Comedies, Romantic Movies",2010-03-11,106.0,,Outono
s594,Movie,Snow Day,Chris Koch,"Mark Webber, Schuyler Fisk, Zena Grey, Chris Elliott, Chevy Chase","DE, US",2021-07-01,2000,10,"Children & Family Movies, Comedies",2000-02-11,89.0,,Verão
s595,Movie,Star Trek,J.J. Abrams,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood",US,2021-07-01,2009,12,"Action & Adventure, Sci-Fi & Fantasy",2009-05-06,128.0,,Outono
s596,Movie,Stuart Little,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane","DE, US",2021-07-01,1999,10,"Children & Family Movies, Comedies",1999-12-17,85.0,,Verão
s597,Movie,Sword of Trust,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell, Toby Huss",US,2021-07-01,2019,16,"Comedies, Dramas, Independent Movies",2019-07-12,89.0,,Inverno
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Leslie Bibb",US,2021-07-01,2006,12,"Action & Adventure, Comedies, Sports Movies",2006-08-04,108.0,,Inverno
s599,Movie,The American,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen","GB, US",2021-07-01,2010,16,"Dramas, Thrillers",2010-08-31,105.0,,Inverno
s600,Movie,The Best of Enemies,Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche, Wes Bentley",US,2021-07-01,2019,12,Dramas,2019-04-05,133.0,,Outono
s601,Movie,The Game,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat",US,2021-07-01,1997,16,Thrillers,1997-09-12,129.0,,Primavera
s602,Movie,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, William Zabka, Martin Kove",US,2021-07-01,1984,10,"Action & Adventure, Children & Family Movies, Classic Movies",1984-06-22,127.0,,Inverno
s603,Movie,The Karate Kid Part II,John G. Avildsen,"Ralph Macchio, Pat Morita, Danny Kamekona, Nobu McCarthy, Yuji Okumoto",US,2021-07-01,1986,10,"Action & Adventure, Children & Family Movies, Dramas",1986-06-18,113.0,,Inverno
s604,Movie,The Karate Kid Part III,John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove",US,2021-07-01,1989,10,"Children & Family Movies, Dramas",1989-06-16,112.0,,Inverno
s605,Movie,The Life of David Gale,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Rhona Mitra, Gabriel Mann","DE, GB, US",2021-07-01,2003,16,Dramas,2003-02-21,130.0,,Verão
s606,Movie,The Long Riders,Walter Hill,"David Carradine, Keith Carradine, Robert Carradine, James Keach, Stacy Keach",US,2021-07-01,1980,16,Action & Adventure,1980-05-16,100.0,,Outono
s607,Movie,The Queen,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings","FR, IT, GB",2021-07-01,2006,12,"Dramas, International Movies",2006-09-15,103.0,,Primavera
s608,Movie,The Strangers,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis",US,2021-07-01,2008,16,"Horror Movies, Thrillers",2008-05-29,85.0,,Outono
s609,Movie,The Sum of All Fears,Phil Alden Robinson,"Ben Affleck, Morgan Freeman, James Cromwell, Liev Schreiber, Bridget Moynahan","CA, DE, US",2021-07-01,2002,12,Action & Adventure,2002-05-31,124.0,,Outono
s610,Movie,The Tourist,Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton, Steven Berkoff","FR, GB, US, IT",2021-07-01,2010,12,"Action & Adventure, Romantic Movies",2010-12-08,103.0,,Verão
s611,Movie,Underworld,Len Wiseman,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy",US,2021-07-01,2003,16,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2003-09-19,121.0,,Primavera
s612,Movie,Underworld: Awakening,Måns Mårlind,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley",US,2021-07-01,2012,16,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2012-01-19,89.0,,Verão
s613,Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,"Rhona Mitra, Bill Nighy, Michael Sheen, Shane Brolly, Steven Mackintosh",US,2021-07-01,2009,16,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2009-01-22,92.0,,Verão
s614,Movie,Voiceless,Robert Peters,"Madaki Asabe, Yakubu Mohammad, Uzee Usman, Abba Ali Zaky, Mary Anawo",NG,2021-07-01,2020,18,"Dramas, International Movies, Thrillers",2020-11-20,112.0,,Primavera
s615,Movie,What Dreams May Come,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Josh Paddock, Jessica Brooks Grant",US,2021-07-01,1998,12,"Dramas, Romantic Movies, Sci-Fi & Fantasy",1998-10-02,114.0,,Primavera
s616,Movie,Why Do Fools Fall in Love,Gregory Nava,"Larenz Tate, Halle Berry, Vivica A. Fox, Lela Rochon, Pamela Reed",US,2021-07-01,1998,16,"Dramas, Music & Musicals, Romantic Movies",1998-08-28,116.0,,Inverno
s617,Movie,Working Title,Charlie Steele,"Charlie Steele, Jacob Hemphill, Connor Loerick, Matt Rodger, Carl Cormier",Não Informado,2021-07-01,2019,16,Dramas,2017-01-01,110.0,,Verão
s618,TV Show,Young Royals,Não Informado,"Edvin Ryding, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla",SE,2021-07-01,2021,18,"International TV Shows, Romantic TV Shows, TV Dramas",2021-07-01,,1.0,Inverno
s619,Movie,America: The Motion Picture,Matt Thompson,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan, Judy Greer",US,2021-06-30,2021,18,"Action & Adventure, Comedies",2021-06-30,98.0,,Inverno
s620,Movie,Deranged,Jameel Buari,"Ramsey Nouah, Nadia Buari, Zynnell Zuh, Priscilla Opoku Agyeman, Jason E.L. Agha",Não Informado,2021-06-30,2020,14,"Dramas, International Movies",2017-10-28,98.0,,Primavera
s621,TV Show,Droppin' Cash: Los Angeles,Não Informado,Não Informado,US,2021-06-30,2019,18,Reality TV,2018-12-31,,1.0,Verão
s622,TV Show,Legend of Exorcism,Não Informado,"Jiang Bian, Jinwen Chen, Fei Ling, Wei Chao, Liu Cong",CN,2021-06-30,2020,14,"Anime Series, Crime TV Shows, International TV Shows",2020-07-05,,1.0,Inverno
s623,Movie,Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Aris Alvarado, Fernanda Andrade",US,2021-06-30,2019,16,Thrillers,2019-07-12,100.0,,Inverno
s624,Movie,Mommy Issues,Jose Javier Reyes,"Pokwang, Sue Ramirez, Gloria Diaz, Ryan Bang, Jerome Ponce",PH,2021-06-30,2021,18,"Comedies, Dramas, International Movies",2021-05-07,90.0,,Outono
s625,Movie,Prime Time,Jakub Piątek,"Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska-Krzysztofik, Dobromir Dymecki",PL,2021-06-30,2021,18,"Dramas, International Movies, Thrillers",2021-01-30,92.0,,Verão
s626,TV Show,Somos.,Não Informado,"Jesús Sida, Mercedes Hernández, Jero Medina, Everardo Arzate, Natalia Solián",MX,2021-06-30,2021,18,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021-06-30,,1.0,Inverno
s627,TV Show,Sophie: A Murder in West Cork,Não Informado,Não Informado,GB,2021-06-30,2021,18,"British TV Shows, Crime TV Shows, Docuseries",2021-06-30,,1.0,Inverno
s628,TV Show,The Daily Life of the Immortal King,Não Informado,"Sun Lulu, Qian Chen, Yin Long, Gu Jiangshan, Titus Jin",CN,2021-06-30,2020,14,"Anime Series, International TV Shows, Teen TV Shows",2020-01-18,,1.0,Verão
s629,TV Show,StarBeam,Não Informado,"Zachary Timmis, Dean Petriw, Terry Klassen, Nahanni Mitchell, Sarah Almonte Peguero",CA,2021-06-29,2021,Livre,Kids' TV,2020-04-03,,4.0,Outono
s630,Movie,A Way Back Home,B.T. Thomas,"Alexx Ekubo, IK Ogbonna, Bimbo Manuel, Haillie Sumney, Clem Ohameze",Não Informado,2021-06-28,2020,14,"Dramas, International Movies",2021-06-28,82.0,,Inverno
s631,Movie,Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini, Ray Liotta",US,2021-06-28,2012,16,Dramas,2012-07-30,97.0,,Inverno
s632,TV Show,The Seven Deadly Sins,Não Informado,Não Informado,JP,2021-06-28,2021,14,"Anime Series, International TV Shows",2022-12-21,,5.0,Verão
s633,Movie,Wanted,Lester Tang,"Zhang Jun Je, Chris Lai, Kimmy Kwan",CN,2021-06-28,2019,14,"Comedies, International Movies",2019-12-07,90.0,,Verão
s634,Movie,Into the Wind,Richard Alwyn,Não Informado,Não Informado,2021-06-26,2018,18,"Dramas, Independent Movies, International Movies",2017-04-12,76.0,,Outono
s635,Movie,Wonder Boy,Anissa Bonnefont,"Olivier Rousteing, Dani Alves, Alessandra Ambrosio, Imran Amed, Kiko Arai",FR,2021-06-26,2019,14,"Documentaries, International Movies",2019-11-25,83.0,,Primavera
s636,Movie,Here Comes the Rain,Bahij Hojeij,"Hassan Mrad, Julia Kassar, Carmen Lebbos, Elie Mitri, Diamand Abou Abboud",LB,2021-06-25,2010,18,"Dramas, International Movies",2011-02-24,101.0,,Verão
s637,Movie,The Ice Road,Jonathan Hensleigh,"Liam Neeson, Amber Midthunder, Marcus Thomas, Holt McCallany, Laurence Fishburne","CA, US",2021-06-25,2021,12,Action & Adventure,2021-06-24,109.0,,Inverno
s638,TV Show,Ray,Não Informado,"Moumita Pandit, Ajay Madhok, Karthik Dammu, Navey Mittar, Bishakha Thapa",IN,2021-06-25,2021,18,"International TV Shows, TV Dramas, TV Mysteries",2021-06-25,,1.0,Inverno
s639,TV Show,Sex/Life,Não Informado,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",US,2021-06-25,2021,18,"Romantic TV Shows, TV Dramas",2021-06-25,,1.0,Inverno
s640,TV Show,Godzilla Singular Point,Não Informado,"Yume Miyamoto, Shoya Ishige, Wataru Takagi, Taro Kiuchi, Misaki Kuno",JP,2021-06-24,2021,14,"Anime Series, International TV Shows",2021-04-01,,1.0,Outono
s641,TV Show,Jiva!,Não Informado,"Noxolo Dlamini, Stella Dlangalala, Sne Mbatha, Candice Modiselle, Zazi Kunene",ZA,2021-06-24,2021,18,"International TV Shows, TV Dramas",2021-06-24,,1.0,Inverno
s642,Movie,Sisters on Track,Tone Grøttjord-Glenne,"Rainn Sheppard, Tai Sheppard, Brooke Sheppard",US,2021-06-24,2021,10,"Documentaries, Sports Movies",2021-06-10,97.0,,Inverno
s643,TV Show,The Naked Director,Não Informado,"Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita, Tetsuji Tamayama, Tokio Emoto",JP,2021-06-24,2021,18,"International TV Shows, TV Dramas",2019-08-08,,2.0,Inverno
s644,Movie,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Robin Bartlett",US,2021-06-24,2021,16,Horror Movies,2021-03-26,87.0,,Outono
s645,Movie,Good on Paper,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Rebecca Rittenhouse, Matt McGorry, Taylor Hill",US,2021-06-23,2021,18,"Comedies, Romantic Movies",2021-06-23,94.0,,Inverno
s646,Movie,Murder by the Coast,Tània Balló,Não Informado,ES,2021-06-23,2021,14,"Documentaries, International Movies",2021-06-23,89.0,,Inverno
s647,Movie,The House of Flowers: The Movie,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Dario Yazbek Bernal, Juan Pablo Medina, Paco León",MX,2021-06-23,2021,18,"Comedies, International Movies, Music & Musicals",2021-06-22,88.0,,Inverno
s648,TV Show,The Parisian Agency: Exclusive Properties,Não Informado,"Olivier Kretz, Sandrine Kretz, Martin Kretz, Valentin Kretz, Louis Kretz",FR,2021-06-23,2021,Livre,"International TV Shows, Reality TV",2020-09-24,,1.0,Primavera
s649,TV Show,Too Hot to Handle,Não Informado,"Desiree Burch, Bri Balram, Charlie Jeer, Chris A. Alli, Demari Davis",GB,2021-06-23,2021,18,"Reality TV, Romantic TV Shows",2020-04-17,,2.0,Outono
s650,Movie,Broken,Stevie Cruz-Martin,"Daniel Monks, Alfie Gledhill",AU,2021-06-22,2019,14,"Dramas, International Movies, Romantic Movies",2019-03-24,108.0,,Outono
s651,Movie,O Vendedor de Sonhos,Jayme Monjardim,"César Troncoso, Dan Stulbach, Thiago Mendonça, Leonardo Medeiros, Guilherme Prates",BR,2021-06-22,2016,14,"Dramas, International Movies",2016-12-08,96.0,,Verão
s652,Movie,Osuofia in London,Kingsley Ogoro,"Nkem Owoh, Mara Derwent, Charles Angiana, Cynthia Okereke, Victoria Summers",NG,2021-06-22,2003,18,"Comedies, Dramas, International Movies",2003-01-01,84.0,,Verão
s653,Movie,Osuofia in London II,Não Informado,Não Informado,Não Informado,2021-06-22,2004,14,"Comedies, Dramas, International Movies",,70.0,,Não informado
s654,TV Show,This Is Pop,Não Informado,Não Informado,CA,2021-06-22,2021,18,"Docuseries, International TV Shows",2021-03-06,,1.0,Outono
s655,Movie,#Selfie,Cristina Jacob,"Crina Semciuc, Flavia Hojda, Olimpia Melinte, Vlad Logigan, Alina Chivulescu",RO,2021-06-21,2014,18,"Comedies, Dramas, International Movies",2014-05-09,125.0,,Outono
s656,Movie,#Selfie 69,Cristina Jacob,"Crina Semciuc, Silvia Busuioc, Alexandru Bogdan, Olimpia Melinte, Flavia Hojda",RO,2021-06-21,2016,18,"Comedies, Dramas, International Movies",2016-09-16,119.0,,Primavera
s657,Movie,Love Is a Story,Cristina Jacob,"Dragoș Bucur, Raluca Aprodu, Mimi Brănescu, Mirela Oprișor, Tudor Roșu",RO,2021-06-21,2015,18,"International Movies, Music & Musicals, Romantic Movies",2015-11-01,105.0,,Primavera
s658,TV Show,The Mole,Não Informado,Jon Kelley,US,2021-06-21,2001,14,"Reality TV, TV Action & Adventure, TV Mysteries",2001-01-09,,2.0,Verão
s659,TV Show,"Nevertheless,",Não Informado,"Han So-hee, Song Kang, Chae Jong-hyeop, Lee Yul-eum, Yang Hye-ji",KR,2021-06-20,2021,14,"International TV Shows, Romantic TV Shows, TV Dramas",2021-06-19,,1.0,Inverno
s660,TV Show,Bangkok Love Stories: Innocence,Não Informado,"Nicole Theriault, Nida Patcharaveerapong, Tosatid Darnkhuntod, Nattapol Diloknawarit, Ponlawit Ketprapakorn",TH,2021-06-19,2018,14,"International TV Shows, Romantic TV Shows, TV Dramas",2018-11-13,,1.0,Primavera
s661,TV Show,Black Lightning,Não Informado,"Cress Williams, Nafessa Williams, Christine Adams, Marvin Jones III, James Remar",US,2021-06-19,2021,14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2018-01-16,,4.0,Verão
s662,TV Show,Call My Agent!,Não Informado,"Camille Cottin, Thibault de Montalembert, Grégory Montel, Liliane Rovère, Laure Calamy",FR,2021-06-19,2018,18,"International TV Shows, TV Comedies, TV Dramas",2015-10-14,,4.0,Primavera
s663,TV Show,Champions,Não Informado,"Anders Holm, Andy Favreau, Josie Totah, Mouzam Makkar, Fortune Feimster",US,2021-06-19,2018,14,TV Comedies,2018-03-08,,1.0,Outono
s664,TV Show,Charité at War,Não Informado,Não Informado,Não Informado,2021-06-19,2019,18,"International TV Shows, TV Dramas",,,1.0,Não informado
s665,TV Show,Cleo & Cuquin,Não Informado,Ruben Ray,ES,2021-06-19,2020,Livre,Kids' TV,2018-01-22,,2.0,Verão
s666,TV Show,Deadwind,Não Informado,"Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola, Ville Myllyrinne",FI,2021-06-19,2020,18,"Crime TV Shows, International TV Shows, TV Dramas",2018-03-14,,2.0,Outono
s667,TV Show,Gameboys Level-Up Edition,Não Informado,"Elijah Canlas, Kokoy de Santos, Adrianna So, Kyle Velino, Miggy Jimenez",PH,2021-06-19,2020,14,"International TV Shows, Romantic TV Shows, TV Comedies",2020-05-22,,1.0,Outono
s668,TV Show,Glee,Não Informado,Não Informado,Não Informado,2021-06-19,2015,14,"TV Comedies, TV Dramas, Teen TV Shows",,,6.0,Não informado
s669,TV Show,Hap and Leonard,Não Informado,"James Purefoy, Michael Kenneth Williams, Nicholas Logan",US,2021-06-19,2018,18,"Crime TV Shows, TV Dramas",2016-03-02,,3.0,Outono
s670,TV Show,Locked Up,Não Informado,"Maggie Civantos, Najwa Nimri, Itziar Castro, David Ostrosky, Lucas Ferraro",ES,2021-06-19,2020,18,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020-04-20,,5.0,Outono
s671,Movie,Mobile Suit Gundam II: Soldiers of Sorrow,Yoshiyuki Tomino,"Toru Furuya, Shuichi Ikeda, Yo Inoue, Hirotaka Suzuoki, Fuyumi Shiraishi",JP,2021-06-19,1981,14,"Action & Adventure, Anime Features, International Movies",1981-07-11,133.0,,Inverno
s672,Movie,Mobile Suit Gundam III: Encounters in Space,Yoshiyuki Tomino,"Toru Furuya, Shuichi Ikeda, Yo Inoue, Keiko Han, Hirotaka Suzuoki",JP,2021-06-19,1982,18,"Action & Adventure, Anime Features, International Movies",1982-03-13,140.0,,Outono
s673,Movie,Mobile Suit Gundam: Char's Counterattack,Yoshiyuki Tomino,"Toru Furuya, Shuichi Ikeda, Fuyumi Shiraishi, Hirotaka Suzuoki, Kazue Ikura",JP,2021-06-19,1988,14,"Action & Adventure, Anime Features, International Movies",1988-03-12,120.0,,Outono
s674,TV Show,No Time for Shame,Não Informado,"Santiago Artemis, Edwin Salinas, Xuxa, Magui Bravi, Carolina Ardohain",AR,2021-06-19,2019,18,"International TV Shows, Reality TV, Spanish-Language TV Shows",2019-11-19,,1.0,Primavera
s675,TV Show,Pose,Não Informado,"Michaela Jaé Rodriguez, Dominique Jackson, Billy Porter, Indya Moore, Angel Bismark Curiel",US,2021-06-19,2019,18,TV Dramas,2018-06-03,,2.0,Inverno
s676,TV Show,REA(L)OVE,Não Informado,"Mari Yaguchi, Atsushi Tamura",JP,2021-06-19,2018,18,"International TV Shows, Reality TV, Romantic TV Shows",2018-04-27,,1.0,Outono
s677,TV Show,Riverdale,Não Informado,"KJ Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Madelaine Petsch",US,2021-06-19,2019,14,"Crime TV Shows, TV Dramas, TV Mysteries",2017-01-26,,4.0,Verão
s678,TV Show,Schitt's Creek,Não Informado,Não Informado,Não Informado,2021-06-19,2020,18,TV Comedies,,,6.0,Não informado
s679,TV Show,The Assassination of Gianni Versace,Não Informado,Não Informado,Não Informado,2021-06-19,2018,18,"Crime TV Shows, TV Dramas, TV Thrillers",,,1.0,Não informado
s680,TV Show,The Judgement,Não Informado,"Lapassalan Jiravechsoontornkul, Nontanun Anchuleepradit, Thanabordee Jaiyen, Tanutchai Wijitvongtong, Pamiga Sooksawee",TH,2021-06-19,2018,18,"Crime TV Shows, International TV Shows, TV Dramas",2018-08-10,,1.0,Inverno
